"","school_id","district","zone","treatment","school_size","distance","student_teacher_ratio"
"1",1,5,33,0,350.082102770779,8.61742228276412,78.199908623499
"2",2,3,93,0,358.84239970852,14.2255873436644,68.5601666822736
"3",3,5,8,0,589.477707597192,6.78075420692451,58.9525576856435
"4",4,4,106,0,310.334166877184,11.8744933646141,27.8779810820444
"5",5,3,123,0,439.559669854571,11.473556934455,70.8599424981921
"6",6,6,85,0,383.559432935744,14.7243892679166,55.404922354804
"7",7,4,61,0,482.055954909537,9.34781096528624,50.1683479581223
"8",8,6,30,0,473.747029044172,19.0682820897058,48.5438015114141
"9",9,4,19,0,308.586206118762,12.0057912968124,51.8902381671042
"10",10,5,48,0,196.33045000414,11.5437540198297,57.3657034056244
"11",11,5,8,0,556.905660054848,16.6817809436641,56.2064174326074
"12",12,2,60,0,582.190200463435,17.396056924663,64.0351743644758
"13",13,4,34,0,344.784292861328,13.4664299591439,46.2280955169549
"14",14,1,37,0,538.340676656152,17.6803137559064,26.5464304327602
"15",15,2,4,0,453.22097156766,12.1443133357285,54.1033789796981
"16",16,6,110,0,380.431016417273,20.6734871366033,49.8765455063183
"17",17,2,70,0,461.850331588444,19.8490689314809,58.2716044953036
"18",18,3,65,0,399.672176766068,11.4667014288851,53.6608781521592
"19",19,4,102,0,457.992120377357,14.1039787642031,37.6329801341996
"20",20,2,52,0,422.673777837854,10.1077628044481,29.2518461495841
"21",21,3,16,0,437.64100230296,11.4124747450395,41.7114950864374
"22",22,2,35,0,386.391871738548,4.54631096595392,38.720772452664
"23",23,5,43,0,425.732312055765,7.08917833905459,49.7363403173679
"24",24,5,75,0,521.699212616987,10.542558976605,50.2966016885642
"25",25,5,22,0,464.630966270901,13.6840010433532,30.9393847731061
"26",26,4,106,0,438.920215597362,10.9432082986684,67.9497254803274
"27",27,2,52,0,421.064123567064,7.91335827259931,46.8565751327402
"28",28,3,113,0,399.007255307008,18.1458276672124,46.9740949702807
"29",29,4,106,0,274.160530710838,9.56024497886891,58.0428660543153
"30",30,2,13,0,325.182384336287,17.8039374600286,50.6154807425242
"31",31,2,95,0,484.880428187418,11.2484639280273,57.5857661464747
"32",32,5,58,0,417.752633112919,8.64063661718571,38.4073499727928
"33",33,4,73,0,356.782326755632,6.36644861632212,46.2637639669601
"34",34,6,91,0,455.538557579293,14.3471485207492,63.5011167544962
"35",35,5,8,0,314.155750387301,16.6212878158302,43.7126757400621
"36",36,2,100,0,417.282583159628,12.2990857583469,48.8890332558772
"37",37,3,28,0,329.066533331971,22.0806820955672,49.3602272654824
"38",38,1,37,0,346.85308936058,20.9097414209187,39.1041813665011
"39",39,3,93,0,443.475551935494,15.1486605272134,54.2068555522647
"40",40,3,44,0,349.055311042041,12.0171690631793,50.6144023942095
"41",41,5,96,0,392.020505879814,14.5824125683418,72.7601388722705
"42",42,1,78,0,426.573237555761,9.40097468354897,38.8175509454639
"43",43,6,6,0,304.188809445715,13.0829073140334,53.7940029408909
"44",44,3,98,0,602.206959126141,20.1996348190318,58.735467769005
"45",45,1,37,0,488.921502373036,8.98180674804899,41.4920806878207
"46",46,5,33,0,425.313981085993,11.2148738787086,32.8501861504595
"47",47,4,107,0,248.063399611488,10.6763964951137,52.0235665810972
"48",48,4,107,0,485.381559236858,10.4455444704913,42.8407034579164
"49",49,1,68,0,505.758009826276,9.57329854553831,50.4214078652088
"50",50,5,58,0,443.493236673727,7.31730852966877,47.809221550684
"51",51,1,109,0,440.355546147459,5.3202827466862,46.5477359005091
"52",52,3,55,0,356.065984396326,14.3805910310481,36.6886757807297
"53",53,3,90,0,258.921337215116,15.9131198168597,43.7301439916976
"54",54,4,19,0,419.040737712518,14.3819465562956,39.8777475221411
"55",55,4,19,0,553.616144575483,13.7727282480094,44.0663165102444
"56",56,3,14,0,416.126690043196,6.46178170901094,55.7240773514355
"57",57,3,115,0,301.151267011625,17.3633869078565,35.948562398839
"58",58,2,100,0,656.497821979723,13.8365961947519,47.0947520178104
"59",59,3,123,0,367.213683829673,17.9928040221095,60.6636513044179
"60",60,5,49,0,447.833735634094,10.7402691810509,68.0251131492773
"61",61,1,12,0,475.327078321015,5.76923455495296,48.7358727464307
"62",62,6,85,0,369.700407143709,17.8809874657249,44.3738469071258
"63",63,5,48,0,421.173372518225,6.62902584632683,56.3048139224284
"64",64,3,44,0,368.620373720296,10.7405775792379,50.5984361113613
"65",65,2,60,0,403.538638442838,18.1405498631318,56.9870108756013
"66",66,5,125,0,503.477041549117,11.1958320413436,70.1421733129227
"67",67,3,16,0,481.50850116379,9.67633470310281,46.3306704312994
"68",68,5,119,0,362.935169474867,15.8786395200909,52.5507550507433
"69",69,1,20,0,522.383673009669,7.83838271846598,34.2830344201747
"70",70,4,62,0,469.407541559192,8.80434548236667,36.7625556257405
"71",71,4,102,0,250.571930893335,15.5315405374253,42.7841207322073
"72",72,3,1,0,395.916473239391,12.0611008697354,46.0955166008539
"73",73,2,72,0,527.02753895848,11.7259461266289,36.7200542175139
"74",74,4,73,0,132.630796973756,1.46226229197125,64.6101002352201
"75",75,1,109,0,354.684629680827,15.8543121792823,39.102260223529
"76",76,4,34,0,480.926647737373,15.0958070049953,41.7860257897563
"77",77,3,118,0,439.886574766642,3.33101518493059,35.6542514367676
"78",78,2,5,0,323.886804500324,10.7872403889042,48.4091111688595
"79",79,4,19,0,445.479200000665,11.306827366014,46.9314324361319
"80",80,5,97,0,336.171303272828,2.62828405648987,56.9332446825156
"81",81,2,72,0,310.938963511617,6.46282745990965,15.289539586325
"82",82,3,23,0,212.955856152014,11.421662985672,45.7269637046895
"83",83,6,126,0,472.319454963922,9.07789914818273,43.2321554029154
"84",84,3,84,0,420.500853165871,12.6801347758163,62.7087483021874
"85",85,5,119,0,422.881724976821,3.98219668162051,38.7514395940408
"86",86,5,58,0,538.085616360748,7.2219914587564,38.2426527913185
"87",87,4,29,0,299.909458847777,19.4038763720997,71.0534621165916
"88",88,6,110,0,353.669711637557,13.1098806010727,47.7343102547464
"89",89,2,104,0,331.169056689269,5.49712255583829,59.3715999716504
"90",90,1,54,0,389.926146259896,6.60231132661295,48.8028121027735
"91",91,1,87,0,590.712022227601,9.95720120765791,70.6857259549605
"92",92,5,36,0,493.951184624571,7.89788996252993,47.3468295846483
"93",93,4,9,0,322.869332244701,5.2839694172547,34.8481565851542
"94",94,4,34,0,451.855379737085,17.1302406285738,76.77240490088
"95",95,4,79,0,307.909455494851,13.2697450644219,65.7005224707222
"96",96,1,68,0,318.467740462817,15.1910662059009,55.4775735634425
"97",97,1,21,0,454.688447609966,8.08282206685003,47.1926093899386
"98",98,6,94,0,490.065812188483,11.199595842295,53.1646813174285
"99",99,2,72,0,373.465872558476,3.18420308340422,37.8118323618932
"100",100,3,84,0,240.047435134422,12.4543945190475,67.4411061221686
"101",101,1,83,0,446.89846475695,13.99959150487,50.0789801337207
"102",102,4,41,0,432.270932184332,17.1537721941003,63.0831132334778
"103",103,4,41,0,463.473727449459,10.5631183202076,49.6987391382626
"104",104,2,4,0,268.107805045504,8.18917421103974,51.7384181999761
"105",105,3,44,0,498.615059938455,11.4079476335892,65.9776424215407
"106",106,1,78,0,423.690662226891,17.1686517491582,43.615519855448
"107",107,3,123,0,258.94851242799,12.6877660669921,37.8209881375639
"108",108,3,23,0,400.404309409649,12.2937393860006,52.0374501798869
"109",109,1,109,0,410.042955729622,11.9982402410825,27.9744808175624
"110",110,4,102,0,483.762883289645,12.0428987819126,62.2683589507843
"111",111,3,14,0,261.539318385219,11.9222070339438,54.8876028238613
"112",112,1,117,0,479.893650369861,12.145844011921,37.6250668102607
"113",113,4,86,0,401.081963138421,5.12416379380918,51.2219252092515
"114",114,4,79,0,426.824464742032,17.3145733687019,47.8773787778235
"115",115,1,31,0,335.007050056341,13.155567720883,47.7336662522042
"116",116,5,15,0,368.790278978107,15.3852003946813,23.0477484969303
"117",117,3,98,0,378.617669715081,20.9376564362833,35.4369927278983
"118",118,1,46,0,342.098678433419,12.9077048855788,54.7768145607399
"119",119,6,122,0,385.507171982303,8.81182855387292,61.4508987751952
"120",120,5,96,0,380.451934144774,10.8802856292234,65.0117062742178
"121",121,1,59,0,350.723076950949,10.1277077029055,44.6206874672013
"122",122,1,21,0,411.201151694331,2.9960541602818,53.8986479002203
"123",123,4,79,0,530.77919905693,9.9604861667747,54.8675993292319
"124",124,3,93,0,386.516336244346,2.39695689526084,33.2821156826888
"125",125,4,19,0,247.782477893414,15.7217830368815,40.137418866241
"126",126,6,76,0,360.334491937126,4.1543485407626,44.4057884210059
"127",127,4,73,0,474.404317841851,15.4316189586473,37.3063860842502
"128",128,5,58,0,285.708526331913,10.8333383072277,64.0306295876903
"129",129,6,89,0,320.364184469124,11.9064660748152,51.3089449542924
"130",130,6,121,0,248.077093214148,16.0253711960936,60.1011569996257
"131",131,3,44,0,478.338556184657,19.322475231602,42.8040548733697
"132",132,2,100,0,372.75799756021,11.2139843743576,41.1469431392346
"133",133,3,77,0,518.841659709954,10.3600051783367,38.3586381672511
"134",134,5,8,0,522.551106749751,14.1587069240359,59.2042184140187
"135",135,4,50,0,417.414247931659,14.6928572015823,53.8716842005509
"136",136,4,73,0,378.394797806377,14.0504113408393,49.0792594544488
"137",137,3,3,0,385.270269528442,18.250836234983,48.2329409927858
"138",138,5,43,0,444.106995247609,20.4652630524288,58.9162662946209
"139",139,4,86,0,489.380060251652,11.1710591743085,48.1919034897007
"140",140,2,4,0,392.467314964947,7.21839793136286,43.7014449718179
"141",141,4,73,0,532.737449248327,19.2114405695788,42.6394896260211
"142",142,1,12,0,482.185908903924,13.9327616538908,44.1430857506266
"143",143,2,4,0,395.74509399502,8.74099984966175,30.4318000866756
"144",144,1,59,0,266.358356646207,5.82532063253532,66.2554852415908
"145",145,1,46,0,372.591273650338,13.4697722926329,37.2617339291642
"146",146,5,48,0,277.539741453414,7.94032423625885,42.8260443820746
"147",147,5,42,0,453.197501242166,10.9041851835574,38.7174093940923
"148",148,3,93,0,450.829022986912,3.7840953794955,57.9489470332339
"149",149,5,36,0,423.954095625219,14.7985433738492,54.1593547706048
"150",150,6,91,0,426.075568351685,21.9836778902412,55.6361893102948
"151",151,5,58,0,401.591585866385,12.1108608503181,61.5725733004287
"152",152,3,17,0,369.282675324834,9.50514078953695,40.4050047731544
"153",153,5,125,0,325.382855286325,12.7884381888634,51.2731664496636
"154",154,6,126,0,204.641903942724,19.5686861335809,45.4978539466051
"155",155,1,71,0,401.996196031023,10.0853721955869,38.3625129709898
"156",156,6,69,0,404.485882709975,5.63774171066848,49.1682344717024
